safer||[sєf; sєif]|||This medicine is not ~ for children.<br>这种药对小孩不安全 
complement|[sound:6e10c0c4a10240694e5d6dcee2fef314.mp3]|/ˈkɑːmplɪment/|<img src="9db07dcdf557cf16f1f8108175ff2873.jpg"></img>|Nothing <b>complement</b>s spaghetti like a glass of red wine!|v. 补充，与…相配；  n. 补充，互为补充的东西，补语
laud|[sound:0c31a5caed087beca76e0e81c01abe20.mp3]|/lɔːd/|<img src="73abe5b00bee0f9573809452fb33560d.jpg"></img>|We stand together and <b>laud</b> the performance.|v. 赞美，称赞 <br> loud 大声赞美 laud
dilapidate|[sound:198c97ffd34d1ac66338378d34a4e741.mp3]|/də'læpəˌdeɪt/|<img src="36199884b7ebdfe975f5d76cb3881501.jpg"></img>|Their <b>dilapidate</b>d farmhouse let in the rain and the wind.|v. 毁坏，荒废，浪费 <br> di- away <br> lapid = stone <br> -ate v.
lapidary|[sound:82386f4e9d76147bfae5a9e7dba63ee1.mp3]|[`læpəˌdZrI; ˋlæpidəri]|||lap.i.dar.y<br>[`læpəˌdZrI; ˋlæpidəri]<br>形容词<br>1 宝石细工的,玉雕的; 玉磨的<br>2 雕刻在石上的<br>3 碑文 (体) 的; 适于碑铭的<br>名词<br>1 (C)宝石匠<br>2 (C)宝石鉴定家,宝石专家<br>3 (U)宝石工艺<br> lapid = stone <br> -ary 是名词时和人或地点有关
relinquish|[sound:07a2ae95f827fb5f11a625c29a898e77.mp3]|/rɪ'lɪŋkwɪʃ/|<img src="a1634d38f5e1ed06edb07a4d248c8b7d.jpg"></img>|Is there anything else you don't want to <b>relinquish</b>?|v. 放弃 <br>relic = reliq 放弃
relics||[`rZlIk; ˋrєlik]|||rel.ic<br>[`rZlIk; ˋrєlik]<br>可数名词<br>1 [常 ~s] (历史的) 遗物,遗宝,遗迹<br>2 (过去风俗等的) 迹象,遗风<br>3 [~s]遗体,遗骨<br>relic = reliq 放弃
derelict|[sound:c62405cbbcfc027b70533131868490eb.mp3]|/ˈderəlɪkt/|<img src="bc415b3f5e569a79628e0a02e7b34c19.jpg"></img>|The lane behind the abandoned houses was <b>derelict</b> and full of garbage.|adj. 渎职的，荒废的，被弃置的；  n. 失业贫穷的无家可归者 <br> de- to <br>relic = reliq 放弃
decrepit|[sound:dc05533944f193118419bcb1befddf42.mp3]|/dɪˈkrepɪt/|<img src="5b2069d36d1a4dd26321464471cca385.jpg"></img>|These <b>decrepit</b> ruins must be hundreds of years old.|adj. 衰老的，破旧的 <br> de- not <br> crep = create
compose|[sound:0441c98dc594a20486f6ef5df17c11d0.mp3]|/kəmˈpoʊz/|<img src="8a912392a2e1ffd11deebc7156ba28b0.jpg"></img>|He tried to <b>compose</b> a song with his toes.|vi. 谱写，组成，镇定 <br> com- <br> pose to put
discompose|[sound:64fb63839574d1b095835b0c62e18e83.mp3]|/ˌdɪskəmˈpoʊz/|<img src="998a78cec3b0f0c3a58bc650c7f71eb2.jpg"></img>|When you suddenly have to think about what underwear you're wearing, it tends to <b>discompose</b> you.|v. 使失态，使烦恼，慌张<br> dis- not <br> compose 谱写，组成，镇定<br> com- <br> pose to put
decompose|[sound:467d921438c50e6cded8334e8fa0673f.mp3]|/ˌdiːkəmˈpoʊz/|<img src="e458b6acd0d9c8566a29e0157688961a.jpg"></img>|The food is so old that it is starting to <b>decompose</b>.|v. （使）腐烂；分解 <br> de- not <br> compose 谱写，组成，镇定<br> com- <br> pose to put
composure|[sound:14203ee54da4b878fb483f75b3c17d6d.mp3]|/kəm'pəʊʒə/|<img src="91a6431feb435955ae3ebca4f82f2997.jpg"></img>|She kept absolute <b>composure</b> while the man flirted with her.|n. 镇静, 沉着<br> com- <br> pose to put
expose|[sound:8de7f125d7d81fee913f4adeffc87161.mp3]|/ɪkˈspoʊz/|<img src="417b7ad397fab62d2fe339bfa3c32210.jpg"></img>|He <b>expose</b>s his toes.|vt. 使暴露<br> pose to put
propose|[sound:b2a1e1586ee426db55eeb4b858d71e8f.mp3]|/prəˈpoʊz/|<img src="a4ace1ab79330068125010ce3c65e37f.jpg"></img>|He <b>propose</b>s with roses.|vi. /vt. 向…求婚<br> pose to put
dispose|[sound:669a35a1ad9580f8f6f773d555afc962.mp3]|/dɪˈspoʊz/|<img src="924594bdf0c1544ae1dcd212c6377e63.jpg"></img>|He <b>dispose</b>s the roses.|vi. /vt. 处理(事物)<br>dis- to<br> pose to put
impose|[sound:e800ba90609149158143b34f9eb5a0ee.mp3]|/ɪmˈpoʊz/|<img src="f19190ba22ae824cbe1fbf00279cad80.jpg"></img>|I'm sorry to <b>impose</b>... what's that on your nose?|vt. 使打扰<br>im- on<br> pose to put
depose|[sound:73a8f44de270386507b7aae97e6ceed1.mp3]|/dɪˈpoʊz/|<img src="ebcb1ebf56ddc73345e097597865b258.jpg"></img>|He has been <b>depose</b>d and lost his official position.|v. 免职，废黜，作证<br>de- down<br> pose to put
repose|[sound:0a3d95ab30b246d77f5f13113f6ce8f1.mp3]|/rɪˈpoʊz/|<img src="ab7aa4e5b27ef148573b6016f7e9ef25.jpg"></img>|My baby is so adorable in <b>repose</b>.|n. 休息，睡眠；静止；  vi. 建立于…之上；  vt. 使休息，使依靠<br>re- back<br> pose to put
transpose||[træns`poz; trænsˋpouz]|||trans.pose<br>[træns`poz; trænsˋpouz]<br>及物动词<br>1 把 调换; 调换 的位置; 以不同的措词重述,改述<br>He ~d the numbers and mistakenly wrote 19 for 91.<br>他调换了数字,误将91 写成 19.<br>2‘音乐’将 变调 [转调]<br>3‘数学’把 移项,变换<br>trans 传输<br> pose to put
juxtapose|[sound:96569f1b24e556c99baaf1794b4dad5b.mp3]|/ˌdʒʌkstəˈpoʊz/|<img src="53303e839a9270643989f5b3ff61f24b.jpg"></img>|It seems strange to <b>juxtapose</b> a knife and fork with a notebook. |v. 使并排；使并置；使并列<br>conjunction -> junction 连接处 -> juxta <br> pose to put
superimpose|[sound:8ca412441901da1fdf29cf9c72cadbd6.mp3]|/,supərɪm'poz/|<img src="bc7f5b12e2f589fe96f21c8906ec5032.jpg"></img>|I think they just <b>superimpose</b>d Obama's picture!|vt. 添加；重叠；附加；安装<br>super- on<br> pose to put
illusion|[sound:6ff989bc42c902fdc04d765ba8ecc89f.mp3]|/ɪˈluʒ(ə)n/|<img src="2688c9b60aa56323f958b7125973101d.jpg"></img>|My conclusion was that it was an <b>illusion</b>.|var. n. 幻想 <br> lus/lud 玩,表演 <br> 想 一个人生ill
delusion|[sound:e06f24a3ffaa742e4249aaa616e7fc06.mp3]|/dɪˈluːʒn/|<img src="51f71228e426e8a0978b4c5a4790e379.jpg"></img>|She suffered from the <b>delusion</b> that evil ghosts were responsible for her typing mistakes.|n. 错觉 <br> lus/lud  玩,表演 
disillusion|[sound:538c64a73554980a45e6d2c684b651c2.mp3]|/ˌdɪsɪˈluːʒn/|<img src="e699a06601e19e3ce164ca226c421e04.jpg"></img>|Due to my girlfriend's unfaithful behavior, my hope was replaced by <b>disillusion</b>.|n. 醒悟；幻灭；  vt. 使醒悟；使不抱幻想；给…泼冷水 <br> dis- <br> illusion 幻想
prelude|[sound:b0467b4c1eadcba97dcfec2eaf7b9564.mp3]|/ˈpreljuːd/|<img src="ee427e00d8b6677e54552f27add7138d.jpg"></img>|Their talking was just a <b>prelude</b> to what came next.|n. 序幕，前奏<br> pre- <br> lus/lud  玩,表演 
interlude|[sound:2496ac07b0ef2bd63e8acb9d041047e6.mp3]|/ˈɪntərluːd/|<img src="1febc35f74a6cb81f4521323a08c12ea.jpg"></img>|There will now be a 15-minute <b>interlude</b> for coffee and snacks.|n. 插曲；穿插；间歇；幕间节目<br> inter- 中 <br> lus/lud  玩,表演 
postlude||[`postˌlud; ˋpoustlju:d]|||post.lude<br>[`postˌlud; ˋpoustlju:d]<br>可数名词<br>‘音乐’<br>(←→ prelude)<br>1 (于教会) 礼拜完毕后的风琴独奏; 后奏<br>2 后奏曲; (乐曲的) 末尾部<br> post-  后<br> lus/lud  玩,表演 
allude|[sound:e0bcc0f460ef54698019eeb69ee65ae1.mp3]|/əˈluːd/|<img src="95f55bb16bbbc5a3e4d6ef5b6f419e3c.jpg"></img>|She liked to <b>allude</b> to stories about other people when speaking to me.|v. 间接提到，暗指，暗示<br> al + l  to <br> lus/lud  玩,表演 <br> allude to
collude|[sound:0b13d57775b868997c92105e722b343c.mp3]|/kəˈluːd/|<img src="6da0c1cfc516318d3f51e0c8e4357c56.jpg"></img>|The wife <b>collude</b>d with her lover to poison her husband.|v. 串通，共谋 <br> co + l 一起<br> lus/lud  玩,表演 <br> collude with
elude|[sound:90864ffd3a806aac6ddd349022afa6ae.mp3]|/iˈluːd/|<img src="a9d2f5f0b5139b703b06b13f48ac1410.jpg"></img>|She's trying to <b>elude</b> capture by traveling at night and wearing dark clothes.|v. 逃避，躲避 <br> e- 向外<br> lus/lud  玩,表演  <br> 想 外面去玩，大人谈事情
delude|[sound:80e0b8e83c21c421425f3be747a480e4.mp3]|/dɪ'l(j)uːd/|<img src="509277f124093d9ac750bed91746bfa3.jpg"></img>|Don't be <b>delude</b>d by numbers!.|vt. 迷惑；逃避；使失望<br> de- to <br> lus/lud  玩,表演 
deceive|[sound:722d53f5a9240ca175276985ddba5f23.mp3]|/dɪˈsiːv/|<img src="c930bbc4a9894f41c389edc52ee6dd68.jpg"></img>|He <b>deceive</b>d the old man about the contract he was signing.|vi. 欺骗;  vt. (以虚假的外观或言论)欺骗, 蒙蔽；背叛<br> de- to 
elusive|[sound:7b95cdd56f73ae9bae1ac8e55705f86a.mp3]|/iˈluːsɪv/|<img src="60c1142193a82830cf1491f84f06b0e5.jpg"></img>|<b>Elusive</b> creatures are not easy to capture.|adj. 难懂的；易忘的；逃避的；难捉摸的<br> e- 外<br> lus/lud  玩,表演 
disposed||[dI`spoz; diˋspouz]|||dis.pose<br>[dI`spoz; diˋspouz]<br><br>1 a. 有意 的,倾向 的<br>(cf. dispose v.t. 2 a)<br>I am ~ to agree with you.<br>我倾向于赞成你<br>b. 表示 [有…] 倾向的,容易陷入[…]的[to]<br>(cf. dispose v.t. 2 b)<br>He was ~ to sudden fits of anger.<br>他容易突然发怒<br>2<br>[对…]怀有 (…的) 感情的[to, toward]<br>Most of the pupils seem to be well ~ toward the new teacher.<br>大部分的学生对新老师似乎有好感
disposition|[sound:ea9f7a7c7aecf7864d4fe82a23b32af9.mp3]|/ˌdɪspəˈzɪʃn/|<img src="58385a5c8e88b089a4022a009076bf0b.jpg"></img>|He has an unhealthy <b>disposition</b>, he gets angry so easily.|n. 性情，性格，意向，倾向，排列，部署
indisposition||[ˌIndIspə`zIʃən; ˌindispəˋziʃn]|||in.dis.po.si.tion<br>[ˌIndIspə`zIʃən; ˌindispəˋziʃn]<br>《indispose 的名词》<br>名词<br>1 不舒服,轻微的疾病<br>(头痛、感冒等)<br>She has fully recovered from her recent ~.<br>近来,她已完全恢复健康<br>2 a. 不想,不愿意<br>I felt a certain ~ to face reality.<br>我多少有些不愿意面对现实<br>b. [对人、物] 生厌,厌恶[to, toward]<br>her ~ to automobiles<br>她对汽车的厌恶
predisposition|[sound:1ed0e92b7284b2eeac36f0a2766fe399.mp3]|/ˌpriːdɪspəˈzɪʃn/|<img src="5465bb1e5f582c961a10c60e3e8c66a7.jpg"></img>|Childhood obesity can be ascribed to the genetic <b>predisposition</b>.|n. 倾向；素质；易染病体质
penchant|[sound:fc5ed382f63c2ec8866cc35183170c41.mp3]|/ˈpentʃənt/|<img src="dc4a3b05acd4ab6a61bae1f72113312e.jpg"></img>|He had a <b>penchant</b> for playing piano.|n. 倾向，爱好
orientation|[sound:9a6f1741ee6b8c0099a153cffb9ef8e5.mp3]|/ˌɔːriənˈteɪʃn/|<img src="f21c355c69011362c2a555fc1a6751f6.jpg"></img>|The compass helped us keep our <b>orientation</b> in the right direction.|n. 定向，方向<br> 倾向
religious|[sound:9d13c0de868ab24261fa722184032f39.mp3]|/rɪ'lɪdʒəs/|<img src="3fab10c78a66cec50393eaaf0bd85369.jpg"></img>|<b>Religious</b> people believe prayer helps them and others.|adj. 宗教的；虔诚的；修道的；严谨的 <br> + orientation 宗教倾向
political|[sound:a248acf112c4ce1bfb504bfc38e04eca.mp3]|/pə'lɪtɪkl/|<img src="5de93a9814db6384412ada246faf87a1.jpg"></img>|He was in high sprits that day, after hearing about his success in the <b>political</b> examinations.|adj. 政治的，政治上的 <br> + orientation 政治倾向
sexual|[sound:65d0903db45f5ab485158a36615a184c.mp3]|/ˈsekʃuəl/|<img src="fc041034224e3714a5712627c6290b18.png"></img>|The intellectual is also very <b>sexual</b>.|adj. 性爱的 <br> + orientation 性倾向
semen||[`simən; ˋsi:mєn, -mən]|||se.men<br>[`simən; ˋsi:mєn, -mən]<br>不可数名词<br>精液 <br> = seed
seminar|[sound:afce32581d3e6b2fada4cc88e34d786a.mp3]|/ˈsemɪnɑːr/|<img src="ed04c8987ba37f30dcb0f9983908a1e9.jpg"></img>|The <b>seminar</b> was about life on Mars.|c. 研讨会 <br> semin = seed
disseminate|[sound:fe4398db344cddedb49d2c74158708dc.mp3]|/dɪˈsemɪneɪt/|<img src="6e0477410ad87ff067f6487f5fc92f18.jpg"></img>|The wind <b>disseminate</b>s the dandelion seeds like little parachutes.|v. 宣传，传播；散布 <br> dis- apart <br> semin = seed
inseminate||[In`sZməˌnєt; inˋsєminєit]|||in.sem.i.nate<br>[In`sZməˌnєt; inˋsєminєit]<br>及物动词<br>1 播种,种植<br>2 (用人工方法) 使 受精 <br> in~ate 词是动词时 in- = to <br> semin = seed <br> artificial inseminate 人工受精
distract|[sound:9f4845554934539422cec611e8ecdede.mp3]|/dɪ'strækt/|<img src="f302b6cad947222d3485038082ab4bb5.jpg"></img>|He tried to <b>distract</b> from his handicap.|vt. 分心 <br>dis- away <br> tract to draw 拉
distraught|[sound:9410379052ff986fb87a3ef73c089e28.mp3]|/dɪˈstrɔːt/|<img src="298feab843fcef7e16ae06bba810fa42.jpg"></img>|I always feel <b>distraught</b> when Daddy hits me.|adj. 发狂的；心烦意乱的<br>dis- away <br> tract/trau to draw 拉
contract|[sound:16697c0d46a7cd31da02fc594497f02f.mp3]|/ˈkɑnˌtrækt/|<img src="03825fcc667b36d3471c5254f295c240.jpg"></img>|The <b>contract</b> is very abstract.|c. 合同 v. 缩小 <br> tract/trau to draw 拉
detract||[dI`trækt; diˋtrækt]|||de.tract<br>[dI`trækt; diˋtrækt]<br>不及物动词<br>1 减损[…][from]<br>A little crack ~s from the value of the vase.<br>小小的裂痕减损那个花瓶的价值<br>2 诬蔑[…],贬抑[from]<br> tract/trau to draw 拉 <br> 往下拉
retract|[sound:23fd18a37bc68e78f2fc11fc34dc427e.mp3]|/rɪˈtrækt/|<img src="ed7238dbf8359a583f84a7ba2ab552d6.jpg"></img>|Tape measures <b>retract</b> after the measurement is done.|v. 缩回；缩进；取消；  n. 收缩核<br>re- back<br> tract/trau to draw 拉
protract|[sound:fc768a95b1ef22861351d2c02646ed70.mp3]|/proʊ'trækt/|<img src="0ae420dcfa52a7626e454d71f8e378ac.jpg"></img>|Whenever he <b>protract</b>s a rubber band, I know he will shoot me with it.|v. 绘制；延长；伸展<br>pro- 前<br> tract/trau to draw 拉
extract|[sound:485218c168723f673964f54ae98b654a.mp3]|/ˈekstrækt/|<img src="5b4bee33c7f49861ea295947ab093ed8.jpg"></img>|The rig <b>extract</b>s oil from the ocean floor.|v. 取出，提炼，设法得到；  n. 摘录，选段，提出物<br> ex- out<br> tract/trau to draw 拉
subtract|[sound:a00bc4f1cbbaf0cfa2f4239872fb6ac2.mp3]|/səbˈtrækt/|<img src="fdf8b4d73a0dbe414831e0d8c022fc96.jpg"></img>|25 <b>subtract</b>ed from 100 is 75.|vi. 减少；减去;  vt. 扣除；减去<br> tract/trau to draw 拉
intractable|[sound:31b092bea736d93dc0cfa6adab3271ad.mp3]|/ɪnˈtræktəbl/|<img src="232cb06582b6bb535a1e2ea0e96ba37d.jpg"></img>|The horse had an <b>intractable</b> manner and wouldn't allow anyone to ride it.|adj. 棘手的；难治的；倔强的；不听话的<br>in- not<br> tract/trau to draw 拉
divest|[sound:8bba74f6a954a6ea7f499fbe2a612ffb.mp3]|/daɪˈvest/|<img src="8ca7418de6b4a22a8cab960f3199c98f.jpg"></img>|I need some money, so I have to <b>divest</b> some of my stocks.|v. 剥夺；使脱去；迫使放弃 <br> divest sb of sth <br> vest n. 背心 v. 赋予
deprive|[sound:c00d47f331d15c58e9c2c352a3ae0b52.mp3]|/dɪˈpraɪv/|<img src="7b59b75aecc625d916eecc94ad191b3c.jpg"></img>|The baby cried as his friend <b>deprive</b>d him of the toy.|vt. 使丧失；剥夺；免去…的职务
divestiture|[sound:b11c9c252fccdea8247374704b92611d.mp3]|/də'vestətʃə/|<img src="8ef332dd7670d877c4bdbfef174a4aba.jpg"></img>|Our policies require <b>divestiture</b> of any stocks that don't perform well.|n. 剥夺，脱衣，拆分<br> vest n. 背心 v. 赋予
transvestite||[træns`vZstaIt, trænz-; trænzˋvєstait]|||trans.ves.tite<br>[træns`vZstaIt, trænz-; trænzˋvєstait]<br>可数名词<br>有穿著异性服装怪癖者,异性模仿癖者<br>形容词<br>有穿著异性服装怪癖 (者) 的,模仿异性成癖 (者) 的<br>tran- 传输<br> vest n. 背心 v. 赋予
travesty|[sound:2ff713c12507627bbdeed56edcb77fb3.mp3]|/ˈtrævəsti/|<img src="07eb07330097396b7d4376b211e42fdf.jpg"></img>|It's a <b>travesty</b> of the fashion show with modeled by dogs.|n. 滑稽模仿；拙劣的模仿作品；歪曲；  vt. 滑稽地模仿；歪曲<br> tra-/tran- 传输<br> vest n. 背心 v. 赋予
strip|[sound:d348f9f83eaadcad2f7c2794e1dfad72.mp3]|/strɪp/|<img src="583f7b1606d03e58ac514f7b7607cffb.jpg"></img>|Look at him <b>strip</b> - he is so quick.|vi. /vt. 脱衣服
don|[sound:7a89081bab0be87cd3237c1edc5e0e37.mp3]|/dɑːn/|<img src="20ff625dfb6c21b4f6f4c5da3e3ccb02.jpg"></img>|Please <b>don</b> a pair of trousers before you go out!|n. 阁下，老师；  v. 穿上
doff|[sound:9f6c3e73d48892396b9d283e9a40c6f0.mp3]|/dɑːf/|<img src="5caf407ebda9b78f318a947fc13bcc16.jpg"></img>|The movie star <b>doff</b>s her hat as a sign of respect.|v. 脱掉（外衣，帽子）
dormitory|[sound:263c65bbaeff9aac722f5a9f7d312fbb.mp3]|/ˈdɔːrmətɔːri/|<img src="db3b33864acfdd73e8d9fd60fd99f5a5.png"></img>|Our school just constructed a new 400-bed <b>dormitory</b> for the incoming class. |n. 集体宿舍；宿舍 <br>dorm = sleep
dormant|[sound:a3abb10fa7d2f9957fbf9686df83a499.mp3]|/ˈdɔːrmənt/|<img src="9646b88f529e86edbe361102de5bf46a.jpg"></img>|When the man is <b>dormant</b>, he hugs his teddy bear.|adj. 睡眠的，休眠的；静止的，隐伏的 <br> dormant/active/extinct volcano <br> dorm = sleep
slumber|[sound:359baac4acbebda17999d1e00da10ca4.mp3]|/ˈslʌmbər/|<img src="49ac5166f1ad76535199fb84f98dd961.jpg"></img>|After pricking her finger, Sleeping Beauty fell into a deep <b>slumber</b>.|n. 睡眠，微睡；  v. 浅睡，打盹儿 <br> slumber = sleep u=ee b=p
hibernate|[sound:91dd47a44e8d6a0d995e003d9d3bccd7.mp3]|/ˈhaɪbərˌneɪt/|<img src="bf4305795559fec9ec01d57ac5adc847.jpg"></img>|Bears can sleep for months when they <b>hibernate</b> during the winter. |vi. 冬眠, 蛰居<br> 想 hi(high) ber(bear) 在冬眠
drab|[sound:e07514c54c4c64ab97b5861e0fef90c0.mp3]|/dræb/|<img src="c050e90caf2132286ab183b08e8b11c4.jpg"></img>|His <b>drab</b> and colorless clothing made him almost invisible to others.|adj. 枯黄色的，无聊的，单调的 <br>形近 crab <br> dry -> drab
monotonous|[sound:59ce1600fcdddab1020edbd4923a1b57.mp3]|/mə'nɑtənəs/|<img src="fc4e46838e63989dcff3d8beedf7cc9e.jpg"></img>|It seems that their comments are not the same, but their food is just so <b>monotonous</b>!|adj. 单调的, 无变化的 <br> mono- 单 <br> ton = tone 调调
dreary|[sound:5a89c616196646d2f2262e4198647a56.mp3]|/ˈdrɪri/|<img src="c26cb6f01b03c9f810e6b9a085b595b4.jpg"></img>|Gray skies and rainy weather made for a miserable and <b>dreary</b> work day.|adj. 沉闷的；乏味的；凄凉的 <br> dre = dry
humdrum|[sound:d3873cf0de73fbe8cfa2964e74830733.mp3]|/ˈhʌmdrʌm/|<img src="655eb1edcd076717544231d8d06fd6a1.jpg"></img>|This job is <b>humdrum</b>--always the same, day in and day out.|n. 平凡；单调；  vi. 单调乏味地进行；  adj. 单调的；乏味的 <br> 想 human drum 一个人整天打鼓
tedious|[sound:2c0564e2ec51a29efca87c8a44dee4c5.mp3]|/ˈtidiəs/|<img src="0623f59d63ef0359724162c19c984538.jpg"></img>|It is <b>tedious</b> finding the nucleus.|gra. adj. 枯燥的 <br> extend -> ted
drudge||[drʌdʒ; drʌdʒ]|||drudge<br>[drʌdʒ; drʌdʒ]<br>可数名词<br>(对单调辛苦的工作) 勤苦工作的人,像奴隶般被<br>驱使的人<br>不及物动词<br>1 勤苦地做单调乏私辛苦] 的工作<br>~ and slave<br>勤苦工作<br>2 勤苦做 [工] [at]<br>~ at some monotonous work<br>勤苦地做一些单调的工作 <br> 想 drive 开车很辛苦
toil|[sound:de949f43c808172e3913bfe294964684.mp3]|/tɔɪl/|<img src="f30d10fcd72f6273da9870b71b351038.jpg"></img>|The woman <b>toil</b>s hard in the garden.|n. 辛苦；苦工；罗网；  v. 苦干；跋涉；费力地做 <br> toil to do <br> 想 toilet 扫厕所很辛苦
fag|[sound:26f8cb91da6a018528885ba897a5a30c.mp3]|/fæɡ/|<img src="c293b1dce4e5d269c1c9a6cf3022c534.jpg"></img>|<b>Fag</b> is an offensive term for a gay man.|n.苦工;苦差事(英式非正式英语) <口>香烟(英式非正式英语)<br>(蔑称)男同性恋者(美俚语)<br> 想 fact 做事很辛苦
ebullience|[sound:153070854c543adecf10e6fead3b5357.mp3]|[I`bʌljəns, -lIəns; iˋbʌljəns, -liəns]|||e.bul.lience<br>[I`bʌljəns, -lIəns; iˋbʌljəns, -liəns]<br>《ebulient 的名词》<br>不可数名词<br>(文语) (喜悦、热情等的) 沸腾,奔放,洋溢<br>youthful ~<br>青春的洋溢<br>想 e bull 公牛出来，全场沸腾
exult|[sound:09481c8a35e551a63e922846f190c2b9.mp3]|/ɪɡˈzʌlt/|<img src="145d878abda2f204b99aa352c153c906.jpg"></img>|After he got the job he <b>exult</b>ed, leaping into the air.|v. 狂喜，欢欣鼓舞 <br>形近 exalt 赞扬（把人捧高）
exultant||[Ig`zʌltnt; i^ˋzʌltənt]|||ex.ul.tant<br>[Ig`zʌltnt; i^ˋzʌltənt]<br>《exult 的形容词》<br>形容词<br>大喜的; 狂喜的,得意洋洋的<br>副词<br>~.ly
exuberant|[sound:77dfbca1037c910cc8c263ded4ec6253.mp3]|/ɪɡˈzuːbərənt/|<img src="cab950ec43ce2f225afc8c4d0e931b63.jpg"></img>|We all felt <b>exuberant</b> since it was the first day of summer.|adj. （人）充满活力的，【植物】茂盛的<br>ex- to <br>uber 想 uper 植物
exhilarate|[sound:948551899030890c3e3d0793c507d5ee.mp3]|/ɪɡˈzɪləreɪt/|<img src="30eb85c775a796e852bd8f38db4eff55.jpg"></img>|It is exhilarating to feel like you're flying.|v. 使高兴；使兴奋 <br> hilar = glad <br> 想 Hillary 希拉里很搞笑
hilarious|[sound:5eae05f3cf3776f2ec286bc8aa8fa45f.mp3]|/hɪˈleriəs/|<img src="a49ae3d5a709b051cb311bfb42f2f640.jpg"></img>|Kim is well known for his <b>hilarious</b> behavior and trademark smile.|adj. 有趣的；令人捧腹的；滑稽的；欢闹的<br> hilar = glad <br> 想 Hillary 希拉里很搞笑
elicit|[sound:4b88e5a321c761300011c7dc88d2570a.mp3]|/iˈlɪsɪt/|<img src="2c0c0cc81f56e6deb6541c3ceab2f17c.jpg"></img>|Tom tries to <b>elicit</b> some responses from Jerry with the cheese.|v. 诱出，探出 <br>e- <br>lic = lure 诱惑
licit|[sound:90fdcbd0d18467f52170c20b244acd56.mp3]|[`lIsIt; ˋlisit]|||lic.it<br>[`lIsIt; ˋlisit]<br>形容词<br>(文语.罕)合法的,正当的<br>(←→ illicit) <br>lic = leg <br>legal 合法的
illicit|[sound:843bd4948e47adfe0e393c4f6b90b1d3.mp3]|/ɪˈlɪsɪt/|<img src="a1e51380251a2e7d99e0a9567483d4eb.jpg"></img>|The man was arrested due to <b>illicit</b> use of drugs.|adj. 违法的，违禁的<br>lic = leg<br>legal 合法的
lope|[sound:9f1374fdf535f3cd89916f575115cbe8.mp3]|/loʊp/|<img src="2c7c86833545c2a85e9c46dd985b666e.jpg"></img>|The horses <b>lope</b>d around the course at an easy canter.|n. 轻快的步伐，大步慢跑；  v. 轻快地迈着大步<br>lop 跑 leg
elope|[sound:48a51c6b24b0f6ace69e1c630a1cac6c.mp3]|/ɪ'lop/|<img src="9fae5f153856afedd122ef7b95dbf5ab.jpg"></img>|It's already tomorrow, let's <b>elope</b> into the sunrise.|vi. 私奔, 潜逃, 出走<br>e- <br>lop 跑 leg
gallop|[sound:dfd28aaebac280b9d59813236ee9f5d4.mp3]|/ˈɡæləp/|<img src="f9739a724b5f93d5ee7249141003054b.jpg"></img>|The horse <b>gallop</b>ed very fast while carrying the man on his back.|v. （马）飞奔，疾驰  n. 疾驰，飞驰<br>lop 跑 leg
eminent|[sound:31de4be14c584b14e2c7ac3c90798dc1.mp3]|/ˈemɪnənt/|<img src="0977ee03e2c9abe455a16b409e38c90f.jpg"></img>|This judge is the <b>eminent</b> authority on the subject.|adj. 显赫的；杰出的；有名的；优良的<br>e- <br> min = mountain 突出<br>想 mine 我表现向外
prominent|[sound:fc79b0c6df58e2df76b9f9e8c10867be.mp3]|/ˈprɑːmɪnənt/|<img src="998fc9052b50edd7a7187691901bdf06.jpg"></img>|The statue in the plaza was one of a <b>prominent</b> person from the history of our school.|adj. 突出的，显赫的，重要的<br> min = mountain 突出<br>想 mine 我表现向外
preeminent|[sound:602e7e15a7e1b628aa1c8db7e9ec3970.mp3]| [priˈemɪnənt]|<img src="76ec4f2627777f5f624c5c2f17028728.jpg"></img>|He is rewarded for his <b>preeminent</b> performance. |adj. 卓越的, 超群的;  adv. 卓越地, 杰出地;<br> min = mountain 突出<br>想 mine 我表现向外
imminent|[sound:c43df16f191670f334ab52e09bc560f2.mp3]|/ˈɪmɪnənt/|<img src="2473fdc6e17879dace7dd2956e52c64d.jpg"></img>|The bomb's detonation is <b>imminent</b>.|adj. 迫近的，紧迫的，即将来临的<br> min = mountain 突出
renowned|[sound:fde09313ce679d2203a294085a552b5d.mp3]|/rɪˈnaʊnd/|<img src="9db4d49db9045f5ac828bc8ba8cc24e3.jpg"></img>|The Eiffel tower is <b>renowned</b> for its beauty and simplicity.|adj. 著名的；有名的<br>re- 反复 <br> 想 now 现在反复出现的
emollient|[sound:1834ef8cacdb3fa849e4e7d3996fad60.mp3]|/iˈmɑːliənt/|<img src="9e7796b0288a369c7eb5d23424175133.jpg"></img>|The woman uses an <b>emollient</b> cream to make her skin smoother.|n. 润肤剂 <br> 想 易抹脸的 <br> moll = soft <- mill 磨
mollify|[sound:3cc75733254e8b5fe72ec07606680c66.mp3]|/ˈmɑːlɪfaɪ/|<img src="372af95b9a509fa85da5ad4d0a3197ed.jpg"></img>|He mollifies the crying baby by rocking it.|v. 安慰，安抚<br> moll = soft <- mill 磨
